name,dependency
Guitar,utils
Guitar,knitr
Guitar,dplyr
HGC,R
HGC,Rcpp
HGC,RcppEigen
HGC,Matrix
HGC,RANN
HGC,ape
HGC,dendextend
HGC,ggplot2
HGC,mclust
HGC,patchwork
HGC,dplyr
HGC,grDevices
HGC,methods
HGC,stats
HTSFilter,R
HTSFilter,edgeR
HTSFilter,DESeq2
HTSFilter,BiocParallel
HTSFilter,Biobase
HTSFilter,utils
HTSFilter,stats
HTSFilter,grDevices
HTSFilter,graphics
HTSFilter,methods
HiCBricks,R
HiCBricks,utils
HiCBricks,curl
HiCBricks,rhdf5
HiCBricks,R6
HiCBricks,grid
HiCBricks,ggplot2
HiCBricks,viridis
HiCBricks,RColorBrewer
HiCBricks,scales
HiCBricks,reshape2
HiCBricks,stringr
HiCBricks,data.table
HiCBricks,GenomeInfoDb
HiCBricks,GenomicRanges
HiCBricks,stats
HiCBricks,IRanges
HiCBricks,grDevices
HiCBricks,S4Vectors
HiCBricks,digest
HiCBricks,tibble
HiCBricks,jsonlite
HiCBricks,BiocParallel
HiCBricks,R.utils
HiCBricks,readr
HiCBricks,methods
HiTC,R
HiTC,methods
HiTC,IRanges
HiTC,GenomicRanges
HiTC,Biostrings
HiTC,graphics
HiTC,grDevices
HiTC,rtracklayer
HiTC,RColorBrewer
HiTC,Matrix
HiTC,parallel
HiTC,GenomeInfoDb
IHW,R
IHW,methods
IHW,slam
IHW,lpsymphony
IHW,fdrtool
IHW,BiocGenerics
ISAnalytics,R
ISAnalytics,utils
ISAnalytics,dplyr
ISAnalytics,readr
ISAnalytics,tidyr
ISAnalytics,purrr
ISAnalytics,rlang
ISAnalytics,tibble
ISAnalytics,stringr
ISAnalytics,fs
ISAnalytics,lubridate
ISAnalytics,lifecycle
ISAnalytics,ggplot2
ISAnalytics,ggrepel
ISAnalytics,stats
ISAnalytics,readxl
ISAnalytics,tools
ISAnalytics,grDevices
ISAnalytics,forcats
ISAnalytics,glue
ISAnalytics,shiny
ISAnalytics,shinyWidgets
ISAnalytics,datamods
ISAnalytics,bslib
ISAnalytics,DT
InPAS,R
InPAS,AnnotationDbi
InPAS,batchtools
InPAS,Biobase
InPAS,Biostrings
InPAS,BSgenome
InPAS,cleanUpdTSeq
InPAS,depmixS4
InPAS,dplyr
InPAS,flock
InPAS,future
InPAS,future.apply
InPAS,GenomeInfoDb
InPAS,GenomicRanges
InPAS,GenomicFeatures
InPAS,ggplot2
InPAS,IRanges
InPAS,limma
InPAS,magrittr
InPAS,methods
InPAS,parallelly
InPAS,plyranges
InPAS,preprocessCore
InPAS,readr
InPAS,reshape2
InPAS,RSQLite
InPAS,stats
InPAS,S4Vectors
InPAS,utils
InteractionSet,GenomicRanges
InteractionSet,SummarizedExperiment
InteractionSet,methods
InteractionSet,Matrix
InteractionSet,Rcpp
InteractionSet,BiocGenerics
InteractionSet,S4Vectors
InteractionSet,IRanges
InteractionSet,GenomeInfoDb
KEGGREST,R
KEGGREST,methods
KEGGREST,httr
KEGGREST,png
KEGGREST,Biostrings
LACE,R
LACE,curl
LACE,igraph
LACE,foreach
LACE,doParallel
LACE,sortable
LACE,dplyr
LACE,forcats
LACE,data.tree
LACE,graphics
LACE,grDevices
LACE,parallel
LACE,RColorBrewer
LACE,Rfast
LACE,stats
LACE,SummarizedExperiment
LACE,utils
LACE,purrr
LACE,stringi
LACE,stringr
LACE,Matrix
LACE,tidyr
LACE,jsonlite
LACE,readr
LACE,configr
LACE,DT
LACE,tools
LACE,fs
LACE,data.table
LACE,htmltools
LACE,htmlwidgets
LACE,bsplus
LACE,shinyvalidate
LACE,shiny
LACE,shinythemes
LACE,shinyFiles
LACE,shinyjs
LACE,shinyBS
LACE,shinydashboard
LACE,biomaRt
LACE,callr
LACE,logr
LACE,ggplot2
LACE,svglite
LRcell,R
LRcell,ExperimentHub
LRcell,AnnotationHub
LRcell,BiocParallel
LRcell,dplyr
LRcell,ggplot2
LRcell,ggrepel
LRcell,magrittr
LRcell,stats
LRcell,utils
LowMACA,R
LowMACA,cBioPortalData
LowMACA,parallel
LowMACA,stringr
LowMACA,reshape2
LowMACA,data.table
LowMACA,RColorBrewer
LowMACA,methods
LowMACA,LowMACAAnnotation
LowMACA,BiocParallel
LowMACA,motifStack
LowMACA,Biostrings
LowMACA,httr
LowMACA,grid
LowMACA,gridBase
LowMACA,plyr
MAGeCKFlute,R
MAGeCKFlute,Biobase
MAGeCKFlute,gridExtra
MAGeCKFlute,ggplot2
MAGeCKFlute,ggrepel
MAGeCKFlute,grDevices
MAGeCKFlute,grid
MAGeCKFlute,reshape2
MAGeCKFlute,stats
MAGeCKFlute,utils
MAGeCKFlute,DOSE
MAGeCKFlute,clusterProfiler
MAGeCKFlute,pathview
MAGeCKFlute,enrichplot
MAGeCKFlute,msigdbr
MAGeCKFlute,depmap
MBECS,R
MBECS,methods
MBECS,magrittr
MBECS,phyloseq
MBECS,limma
MBECS,lme4
MBECS,lmerTest
MBECS,pheatmap
MBECS,rmarkdown
MBECS,cluster
MBECS,dplyr
MBECS,ggplot2
MBECS,gridExtra
MBECS,ruv
MBECS,sva
MBECS,tibble
MBECS,tidyr
MBECS,vegan
MBECS,stats
MBECS,utils
MBECS,Matrix
MEDIPS,R
MEDIPS,BSgenome
MEDIPS,Rsamtools
MEDIPS,GenomicRanges
MEDIPS,Biostrings
MEDIPS,graphics
MEDIPS,gtools
MEDIPS,IRanges
MEDIPS,methods
MEDIPS,stats
MEDIPS,utils
MEDIPS,edgeR
MEDIPS,DNAcopy
MEDIPS,biomaRt
MEDIPS,rtracklayer
MEDIPS,preprocessCore
MLInterfaces,R
MLInterfaces,Rcpp
MLInterfaces,methods
MLInterfaces,BiocGenerics
MLInterfaces,Biobase
MLInterfaces,annotate
MLInterfaces,cluster
MLInterfaces,gdata
MLInterfaces,pls
MLInterfaces,sfsmisc
MLInterfaces,MASS
MLInterfaces,rpart
MLInterfaces,genefilter
MLInterfaces,fpc
MLInterfaces,ggvis
MLInterfaces,shiny
MLInterfaces,gbm
MLInterfaces,RColorBrewer
MLInterfaces,hwriter
MLInterfaces,threejs
MLInterfaces,mlbench
MLInterfaces,stats4
MLInterfaces,tools
MLInterfaces,grDevices
MLInterfaces,graphics
MLInterfaces,stats
MLInterfaces,magrittr
MLInterfaces,SummarizedExperiment
MOFA2,R
MOFA2,rhdf5
MOFA2,dplyr
MOFA2,tidyr
MOFA2,reshape2
MOFA2,pheatmap
MOFA2,ggplot2
MOFA2,methods
MOFA2,RColorBrewer
MOFA2,cowplot
MOFA2,ggrepel
MOFA2,reticulate
MOFA2,HDF5Array
MOFA2,grDevices
MOFA2,stats
MOFA2,magrittr
MOFA2,forcats
MOFA2,utils
MOFA2,corrplot
MOFA2,DelayedArray
MOFA2,Rtsne
MOFA2,uwot
MOFA2,basilisk
MOFA2,stringi
MSA2dist,R
MSA2dist,Rcpp
MSA2dist,Biostrings
MSA2dist,GenomicRanges
MSA2dist,IRanges
MSA2dist,ape
MSA2dist,doParallel
MSA2dist,dplyr
MSA2dist,foreach
MSA2dist,methods
MSA2dist,parallel
MSA2dist,rlang
MSA2dist,seqinr
MSA2dist,stringr
MSA2dist,tibble
MSA2dist,tidyr
MSA2dist,stats
MSA2dist,stringi
MSstatsQC,R
MSstatsQC,dplyr
MSstatsQC,plotly
MSstatsQC,ggplot2
MSstatsQC,ggExtra
MSstatsQC,stats
MSstatsQC,grid
MSstatsQC,MSnbase
MSstatsQC,qcmetrics
Macarron,R
Macarron,SummarizedExperiment
Macarron,BiocParallel
Macarron,DelayedArray
Macarron,WGCNA
Macarron,ff
Macarron,data.table
Macarron,dynamicTreeCut
Macarron,Maaslin2
Macarron,plyr
Macarron,stats
Macarron,psych
Macarron,xml2
Macarron,RCurl
Macarron,RJSONIO
Macarron,logging
Macarron,methods
Macarron,utils
Melissa,R
Melissa,BPRMeth
Melissa,GenomicRanges
Melissa,data.table
Melissa,parallel
Melissa,ROCR
Melissa,matrixcalc
Melissa,mclust
Melissa,ggplot2
Melissa,doParallel
Melissa,foreach
Melissa,MCMCpack
Melissa,cowplot
Melissa,magrittr
Melissa,mvtnorm
Melissa,truncnorm
Melissa,assertthat
Melissa,BiocStyle
Melissa,stats
Melissa,utils
MetID,R
MetID,utils
MetID,stats
MetID,devtools
MetID,stringr
MetID,Matrix
MetID,igraph
MetID,ChemmineR
MetaboSignal,R
MetaboSignal,KEGGgraph
MetaboSignal,hpar
MetaboSignal,igraph
MetaboSignal,RCurl
MetaboSignal,KEGGREST
MetaboSignal,EnsDb.Hsapiens.v75
MetaboSignal,stats
MetaboSignal,graphics
MetaboSignal,utils
MetaboSignal,org.Hs.eg.db
MetaboSignal,biomaRt
MetaboSignal,AnnotationDbi
MetaboSignal,MWASTools
MetaboSignal,mygene
MicrobiomeProfiler,R
MicrobiomeProfiler,clusterProfiler
MicrobiomeProfiler,config
MicrobiomeProfiler,DT
MicrobiomeProfiler,enrichplot
MicrobiomeProfiler,golem
MicrobiomeProfiler,gson
MicrobiomeProfiler,methods
MicrobiomeProfiler,magrittr
MicrobiomeProfiler,shiny
MicrobiomeProfiler,shinyWidgets
MicrobiomeProfiler,shinycustomloader
MicrobiomeProfiler,htmltools
MicrobiomeProfiler,ggplot2
MicrobiomeProfiler,graphics
MicrobiomeProfiler,stats
MicrobiomeProfiler,utils
Modstrings,R
Modstrings,Biostrings
Modstrings,methods
Modstrings,BiocGenerics
Modstrings,GenomicRanges
Modstrings,S4Vectors
Modstrings,IRanges
Modstrings,XVector
Modstrings,stringi
Modstrings,stringr
Modstrings,crayon
Modstrings,grDevices
MsBackendRawFileReader,R
MsBackendRawFileReader,methods
MsBackendRawFileReader,Spectra
MsBackendRawFileReader,MsCoreUtils
MsBackendRawFileReader,S4Vectors
MsBackendRawFileReader,IRanges
MsBackendRawFileReader,rawrr
MsBackendRawFileReader,utils
MsBackendRawFileReader,BiocParallel
Mulcom,R
Mulcom,Biobase
Mulcom,graphics
Mulcom,grDevices
Mulcom,stats
Mulcom,methods
Mulcom,fields
NADfinder,R
NADfinder,BiocGenerics
NADfinder,IRanges
NADfinder,GenomicRanges
NADfinder,S4Vectors
NADfinder,SummarizedExperiment
NADfinder,graphics
NADfinder,methods
NADfinder,baseline
NADfinder,signal
NADfinder,GenomicAlignments
NADfinder,GenomeInfoDb
NADfinder,rtracklayer
NADfinder,limma
NADfinder,trackViewer
NADfinder,stats
NADfinder,utils
NADfinder,Rsamtools
NADfinder,metap
NADfinder,EmpiricalBrownsMethod
NADfinder,ATACseqQC
NADfinder,corrplot
NADfinder,csaw
NTW,R
NTW,mvtnorm
NTW,stats
NTW,utils
NeuCA,R
NeuCA,keras
NeuCA,limma
NeuCA,e1071
NeuCA,SingleCellExperiment
NxtIRFcore,R
NxtIRFcore,NxtIRFdata
NxtIRFcore,methods
NxtIRFcore,stats
NxtIRFcore,utils
NxtIRFcore,tools
NxtIRFcore,parallel
NxtIRFcore,magrittr
NxtIRFcore,Rcpp
NxtIRFcore,data.table
NxtIRFcore,fst
NxtIRFcore,ggplot2
NxtIRFcore,AnnotationHub
NxtIRFcore,BiocFileCache
NxtIRFcore,BiocGenerics
NxtIRFcore,BiocParallel
NxtIRFcore,Biostrings
NxtIRFcore,BSgenome
NxtIRFcore,DelayedArray
NxtIRFcore,DelayedMatrixStats
NxtIRFcore,genefilter
NxtIRFcore,GenomeInfoDb
NxtIRFcore,GenomicRanges
NxtIRFcore,HDF5Array
NxtIRFcore,IRanges
NxtIRFcore,plotly
NxtIRFcore,R.utils
NxtIRFcore,rhdf5
NxtIRFcore,rtracklayer
NxtIRFcore,SummarizedExperiment
NxtIRFcore,S4Vectors
ORFhunteR,Biostrings
ORFhunteR,rtracklayer
ORFhunteR,Peptides
ORFhunteR,Rcpp
ORFhunteR,BSgenome.Hsapiens.UCSC.hg38
ORFhunteR,data.table
ORFhunteR,stringr
ORFhunteR,randomForest
ORFhunteR,xfun
ORFhunteR,stats
ORFhunteR,utils
ORFhunteR,parallel
ORFhunteR,graphics
OncoScore,R
OncoScore,biomaRt
OncoScore,grDevices
OncoScore,graphics
OncoScore,utils
OncoScore,methods
PADOG,R
PADOG,KEGGdzPathwaysGEO
PADOG,methods
PADOG,Biobase
PADOG,limma
PADOG,AnnotationDbi
PADOG,GSA
PADOG,foreach
PADOG,doRNG
PADOG,hgu133plus2.db
PADOG,hgu133a.db
PADOG,KEGGREST
PADOG,nlme
PDATK,R
PDATK,SummarizedExperiment
PDATK,data.table
PDATK,MultiAssayExperiment
PDATK,ConsensusClusterPlus
PDATK,igraph
PDATK,ggplotify
PDATK,matrixStats
PDATK,RColorBrewer
PDATK,clusterRepro
PDATK,CoreGx
PDATK,caret
PDATK,survminer
PDATK,methods
PDATK,S4Vectors
PDATK,BiocGenerics
PDATK,survival
PDATK,stats
PDATK,plyr
PDATK,dplyr
PDATK,MatrixGenerics
PDATK,BiocParallel
PDATK,rlang
PDATK,piano
PDATK,scales
PDATK,survcomp
PDATK,genefu
PDATK,ggplot2
PDATK,switchBox
PDATK,reportROC
PDATK,pROC
PDATK,verification
PDATK,utils
PING,R
PING,methods
PING,PICS
PING,graphics
PING,grDevices
PING,stats
PING,Gviz
PING,fda
PING,BSgenome
PING,stats4
PING,BiocGenerics
PING,IRanges
PING,GenomicRanges
PING,S4Vectors
PROPER,R
PROPER,edgeR
Path2PPI,R
Path2PPI,igraph
Path2PPI,methods
PhenoGeneRanker,igraph
PhenoGeneRanker,Matrix
PhenoGeneRanker,foreach
PhenoGeneRanker,doParallel
PhenoGeneRanker,dplyr
PhenoGeneRanker,stats
PhenoGeneRanker,utils
PhenoGeneRanker,parallel
PrecisionTrialDrawer,R
PrecisionTrialDrawer,graphics
PrecisionTrialDrawer,grDevices
PrecisionTrialDrawer,stats
PrecisionTrialDrawer,utils
PrecisionTrialDrawer,methods
PrecisionTrialDrawer,cBioPortalData
PrecisionTrialDrawer,parallel
PrecisionTrialDrawer,stringr
PrecisionTrialDrawer,reshape2
PrecisionTrialDrawer,data.table
PrecisionTrialDrawer,RColorBrewer
PrecisionTrialDrawer,BiocParallel
PrecisionTrialDrawer,magrittr
PrecisionTrialDrawer,biomaRt
PrecisionTrialDrawer,XML
PrecisionTrialDrawer,httr
PrecisionTrialDrawer,jsonlite
PrecisionTrialDrawer,ggplot2
PrecisionTrialDrawer,ggrepel
PrecisionTrialDrawer,grid
PrecisionTrialDrawer,S4Vectors
PrecisionTrialDrawer,IRanges
PrecisionTrialDrawer,GenomicRanges
PrecisionTrialDrawer,LowMACAAnnotation
PrecisionTrialDrawer,googleVis
PrecisionTrialDrawer,shiny
PrecisionTrialDrawer,shinyBS
PrecisionTrialDrawer,DT
PrecisionTrialDrawer,brglm
PrecisionTrialDrawer,matrixStats
Pviz,R
Pviz,Gviz
Pviz,biovizBase
Pviz,Biostrings
Pviz,GenomicRanges
Pviz,IRanges
Pviz,data.table
Pviz,methods
QuaternaryProd,R
QuaternaryProd,Rcpp
QuaternaryProd,dplyr
QuaternaryProd,yaml
RCAS,R
RCAS,plotly
RCAS,DT
RCAS,data.table
RCAS,GenomicRanges
RCAS,IRanges
RCAS,BSgenome
RCAS,BSgenome.Hsapiens.UCSC.hg19
RCAS,GenomeInfoDb
RCAS,Biostrings
RCAS,rtracklayer
RCAS,GenomicFeatures
RCAS,rmarkdown
RCAS,genomation
RCAS,knitr
RCAS,BiocGenerics
RCAS,S4Vectors
RCAS,plotrix
RCAS,pbapply
RCAS,RSQLite
RCAS,proxy
RCAS,pheatmap
RCAS,ggplot2
RCAS,cowplot
RCAS,ggseqlogo
RCAS,utils
RCAS,ranger
RCAS,gprofiler2
RCX,R
RCX,jsonlite
RCX,plyr
RCX,igraph
RCX,methods
RGSEA,R
RGSEA,BiocGenerics
RLMM,R
RLMM,graphics
RLMM,grDevices
RLMM,MASS
RLMM,stats
RLMM,utils
RNAmodR.ML,R
RNAmodR.ML,RNAmodR
RNAmodR.ML,methods
RNAmodR.ML,BiocGenerics
RNAmodR.ML,S4Vectors
RNAmodR.ML,IRanges
RNAmodR.ML,GenomicRanges
RNAmodR.ML,stats
RNAmodR.ML,ranger
RRHO,R
RRHO,grid
RRHO,VennDiagram
RTN,R
RTN,methods
RTN,RedeR
RTN,minet
RTN,viper
RTN,mixtools
RTN,snow
RTN,stats
RTN,limma
RTN,data.table
RTN,IRanges
RTN,igraph
RTN,S4Vectors
RTN,SummarizedExperiment
RTN,car
RTN,pwr
RTN,pheatmap
RTN,grDevices
RTN,graphics
RTN,utils
Rarr,jsonlite
Rarr,httr
Rarr,stringr
Rarr,R.utils
Rarr,utils
Rarr,paws.storage
Rarr,methods
RcisTarget,R
RcisTarget,AUCell
RcisTarget,BiocGenerics
RcisTarget,data.table
RcisTarget,graphics
RcisTarget,GenomeInfoDb
RcisTarget,GenomicRanges
RcisTarget,arrow
RcisTarget,dplyr
RcisTarget,tibble
RcisTarget,GSEABase
RcisTarget,methods
RcisTarget,R.utils
RcisTarget,stats
RcisTarget,SummarizedExperiment
RcisTarget,S4Vectors
RcisTarget,utils
ReUseData,Rcwl
ReUseData,RcwlPipelines
ReUseData,BiocFileCache
ReUseData,S4Vectors
ReUseData,stats
ReUseData,tools
ReUseData,utils
ReUseData,methods
ReUseData,jsonlite
ReUseData,yaml
ReUseData,basilisk
ResidualMatrix,methods
ResidualMatrix,Matrix
ResidualMatrix,S4Vectors
ResidualMatrix,DelayedArray
RiboCrypt,R
RiboCrypt,ORFik
RiboCrypt,bslib
RiboCrypt,BiocGenerics
RiboCrypt,BiocParallel
RiboCrypt,Biostrings
RiboCrypt,data.table
RiboCrypt,dplyr
RiboCrypt,GenomeInfoDb
RiboCrypt,GenomicFeatures
RiboCrypt,GenomicRanges
RiboCrypt,ggplot2
RiboCrypt,htmlwidgets
RiboCrypt,httr
RiboCrypt,IRanges
RiboCrypt,jsonlite
RiboCrypt,knitr
RiboCrypt,markdown
RiboCrypt,NGLVieweR
RiboCrypt,plotly
RiboCrypt,rlang
RiboCrypt,RCurl
RiboCrypt,shiny
RiboCrypt,shinycssloaders
RiboCrypt,shinyhelper
RiboCrypt,shinyjqui
RiboCrypt,stringr
Rnits,R
Rnits,Biobase
Rnits,ggplot2
Rnits,limma
Rnits,methods
Rnits,affy
Rnits,boot
Rnits,impute
Rnits,splines
Rnits,graphics
Rnits,qvalue
Rnits,reshape2
S4Vectors,R
S4Vectors,methods
S4Vectors,utils
S4Vectors,stats
S4Vectors,stats4
S4Vectors,BiocGenerics
SANTA,R
SANTA,igraph
SANTA,graphics
SANTA,Matrix
SANTA,methods
SANTA,stats
SCBN,R
SCBN,stats
SEtools,R
SEtools,SummarizedExperiment
SEtools,sechm
SEtools,BiocParallel
SEtools,Matrix
SEtools,DESeq2
SEtools,S4Vectors
SEtools,data.table
SEtools,edgeR
SEtools,openxlsx
SEtools,pheatmap
SEtools,stats
SEtools,circlize
SEtools,methods
SEtools,sva
SIMLR,R
SIMLR,parallel
SIMLR,Matrix
SIMLR,stats
SIMLR,methods
SIMLR,Rcpp
SIMLR,pracma
SIMLR,RcppAnnoy
SIMLR,RSpectra
SNPediaR,R
SNPediaR,RCurl
SNPediaR,jsonlite
SPsimSeq,R
SPsimSeq,stats
SPsimSeq,methods
SPsimSeq,SingleCellExperiment
SPsimSeq,fitdistrplus
SPsimSeq,graphics
SPsimSeq,edgeR
SPsimSeq,Hmisc
SPsimSeq,WGCNA
SPsimSeq,limma
SPsimSeq,mvtnorm
SPsimSeq,phyloseq
SPsimSeq,utils
STROMA4,R
STROMA4,Biobase
STROMA4,BiocParallel
STROMA4,cluster
STROMA4,matrixStats
STROMA4,stats
STROMA4,graphics
STROMA4,utils
ScreenR,R
ScreenR,methods
ScreenR,rlang
ScreenR,stringr
ScreenR,limma
ScreenR,patchwork
ScreenR,tibble
ScreenR,scales
ScreenR,ggvenn
ScreenR,purrr
ScreenR,ggplot2
ScreenR,stats
ScreenR,tidyr
ScreenR,magrittr
ScreenR,dplyr
ScreenR,edgeR
ScreenR,tidyselect
ShortRead,BiocGenerics
ShortRead,BiocParallel
ShortRead,Biostrings
ShortRead,Rsamtools
ShortRead,GenomicAlignments
ShortRead,Biobase
ShortRead,S4Vectors
ShortRead,IRanges
ShortRead,GenomeInfoDb
ShortRead,GenomicRanges
ShortRead,hwriter
ShortRead,methods
ShortRead,zlibbioc
ShortRead,lattice
ShortRead,latticeExtra
SingleCellExperiment,SummarizedExperiment
SingleCellExperiment,methods
SingleCellExperiment,utils
SingleCellExperiment,stats
SingleCellExperiment,S4Vectors
SingleCellExperiment,BiocGenerics
SingleCellExperiment,GenomicRanges
SingleCellExperiment,DelayedArray
SparseSignatures,R
SparseSignatures,NMF
SparseSignatures,nnlasso
SparseSignatures,nnls
SparseSignatures,parallel
SparseSignatures,data.table
SparseSignatures,Biostrings
SparseSignatures,GenomicRanges
SparseSignatures,IRanges
SparseSignatures,BSgenome
SparseSignatures,GenomeInfoDb
SparseSignatures,ggplot2
SparseSignatures,gridExtra
SparseSignatures,reshape2
SpectralTAD,R
SpectralTAD,dplyr
SpectralTAD,PRIMME
SpectralTAD,cluster
SpectralTAD,Matrix
SpectralTAD,parallel
SpectralTAD,BiocParallel
SpectralTAD,magrittr
SpectralTAD,HiCcompare
SpectralTAD,GenomicRanges
SpectralTAD,utils
Streamer,methods
Streamer,graph
Streamer,RBGL
Streamer,parallel
Streamer,BiocGenerics
SynExtend,R
SynExtend,DECIPHER
SynExtend,methods
SynExtend,Biostrings
SynExtend,S4Vectors
SynExtend,IRanges
SynExtend,utils
SynExtend,stats
SynExtend,parallel
SynExtend,graphics
SynExtend,grDevices
TCseq,R
TCseq,edgeR
TCseq,BiocGenerics
TCseq,reshape2
TCseq,GenomicRanges
TCseq,IRanges
TCseq,SummarizedExperiment
TCseq,GenomicAlignments
TCseq,Rsamtools
TCseq,e1071
TCseq,cluster
TCseq,ggplot2
TCseq,grid
TCseq,grDevices
TCseq,stats
TCseq,utils
TCseq,methods
TCseq,locfit
TFBSTools,R
TFBSTools,Biobase
TFBSTools,Biostrings
TFBSTools,BiocGenerics
TFBSTools,BiocParallel
TFBSTools,BSgenome
TFBSTools,caTools
TFBSTools,CNEr
TFBSTools,DirichletMultinomial
TFBSTools,GenomeInfoDb
TFBSTools,GenomicRanges
TFBSTools,gtools
TFBSTools,grid
TFBSTools,IRanges
TFBSTools,methods
TFBSTools,DBI
TFBSTools,RSQLite
TFBSTools,rtracklayer
TFBSTools,seqLogo
TFBSTools,S4Vectors
TFBSTools,TFMPvalue
TFBSTools,XML
TFBSTools,XVector
TFBSTools,parallel
TOP,R
TOP,assertthat
TOP,caret
TOP,ClassifyR
TOP,directPA
TOP,doParallel
TOP,dplyr
TOP,ggnewscale
TOP,ggplot2
TOP,ggraph
TOP,ggrepel
TOP,ggthemes
TOP,glmnet
TOP,Hmisc
TOP,igraph
TOP,latex2exp
TOP,limma
TOP,magrittr
TOP,methods
TOP,plotly
TOP,pROC
TOP,purrr
TOP,reshape2
TOP,stats
TOP,stringr
TOP,survival
TOP,tibble
TOP,tidygraph
TOP,tidyr
TOP,statmod
TVTB,R
TVTB,methods
TVTB,utils
TVTB,stats
TVTB,AnnotationFilter
TVTB,BiocGenerics
TVTB,BiocParallel
TVTB,Biostrings
TVTB,ensembldb
TVTB,ensemblVEP
TVTB,GenomeInfoDb
TVTB,GenomicRanges
TVTB,GGally
TVTB,ggplot2
TVTB,Gviz
TVTB,limma
TVTB,IRanges
TVTB,reshape2
TVTB,Rsamtools
TVTB,S4Vectors
TVTB,SummarizedExperiment
TVTB,VariantAnnotation
TnT,R
TnT,GenomicRanges
TnT,methods
TnT,stats
TnT,utils
TnT,grDevices
TnT,htmlwidgets
TnT,jsonlite
TnT,data.table
TnT,Biobase
TnT,GenomeInfoDb
TnT,IRanges
TnT,S4Vectors
TnT,knitr
Trendy,R
Trendy,stats
Trendy,utils
Trendy,graphics
Trendy,grDevices
Trendy,segmented
Trendy,gplots
Trendy,parallel
Trendy,magrittr
Trendy,BiocParallel
Trendy,DT
Trendy,S4Vectors
Trendy,SummarizedExperiment
Trendy,methods
Trendy,shiny
Trendy,shinyFiles
VCFArray,R
VCFArray,methods
VCFArray,BiocGenerics
VCFArray,DelayedArray
VCFArray,tools
VCFArray,GenomicRanges
VCFArray,VariantAnnotation
VCFArray,GenomicFiles
VCFArray,S4Vectors
VCFArray,Rsamtools
VariantFiltering,R
VariantFiltering,methods
VariantFiltering,BiocGenerics
VariantFiltering,VariantAnnotation
VariantFiltering,utils
VariantFiltering,stats
VariantFiltering,Biobase
VariantFiltering,S4Vectors
VariantFiltering,IRanges
VariantFiltering,RBGL
VariantFiltering,graph
VariantFiltering,AnnotationDbi
VariantFiltering,BiocParallel
VariantFiltering,Biostrings
VariantFiltering,GenomeInfoDb
VariantFiltering,GenomicRanges
VariantFiltering,SummarizedExperiment
VariantFiltering,GenomicFeatures
VariantFiltering,Rsamtools
VariantFiltering,BSgenome
VariantFiltering,GenomicScores
VariantFiltering,Gviz
VariantFiltering,shiny
VariantFiltering,shinythemes
VariantFiltering,shinyjs
VariantFiltering,DT
VariantFiltering,shinyTree
XDE,R
XDE,Biobase
XDE,BiocGenerics
XDE,genefilter
XDE,graphics
XDE,grDevices
XDE,gtools
XDE,methods
XDE,stats
XDE,utils
XDE,mvtnorm
XDE,RColorBrewer
XDE,GeneMeta
XDE,siggenes
Xeva,R
Xeva,methods
Xeva,stats
Xeva,utils
Xeva,BBmisc
Xeva,Biobase
Xeva,grDevices
Xeva,ggplot2
Xeva,scales
Xeva,ComplexHeatmap
Xeva,parallel
Xeva,doParallel
Xeva,Rmisc
Xeva,grid
Xeva,nlme
Xeva,PharmacoGx
Xeva,downloader
adductomicsR,R
adductomicsR,adductData
adductomicsR,ExperimentHub
adductomicsR,AnnotationHub
adductomicsR,parallel
adductomicsR,data.table
adductomicsR,OrgMassSpecR
adductomicsR,foreach
adductomicsR,mzR
adductomicsR,ade4
adductomicsR,rvest
adductomicsR,pastecs
adductomicsR,reshape2
adductomicsR,pracma
adductomicsR,DT
adductomicsR,fpc
adductomicsR,doSNOW
adductomicsR,fastcluster
adductomicsR,RcppEigen
adductomicsR,bootstrap
adductomicsR,smoother
adductomicsR,dplyr
adductomicsR,zoo
adductomicsR,stats
adductomicsR,utils
adductomicsR,graphics
adductomicsR,grDevices
adductomicsR,methods
adductomicsR,datasets
affylmGUI,grDevices
affylmGUI,graphics
affylmGUI,stats
affylmGUI,utils
affylmGUI,tcltk
affylmGUI,tkrplot
affylmGUI,limma
affylmGUI,affy
affylmGUI,affyio
affylmGUI,affyPLM
affylmGUI,gcrma
affylmGUI,BiocGenerics
affylmGUI,AnnotationDbi
affylmGUI,BiocManager
affylmGUI,R2HTML
affylmGUI,xtable
alabaster.bumpy,BumpyMatrix
alabaster.bumpy,alabaster.base
alabaster.bumpy,methods
alabaster.bumpy,Matrix
alabaster.bumpy,BiocGenerics
alabaster.bumpy,S4Vectors
alabaster.bumpy,IRanges
alabaster.vcf,alabaster.base
alabaster.vcf,VariantAnnotation
alabaster.vcf,methods
alabaster.vcf,S4Vectors
alabaster.vcf,alabaster.se
alabaster.vcf,alabaster.string
alabaster.vcf,Rsamtools
annmap,R
annmap,methods
annmap,GenomicRanges
annmap,DBI
annmap,RMySQL
annmap,digest
annmap,Biobase
annmap,grid
annmap,lattice
annmap,Rsamtools
annmap,genefilter
annmap,IRanges
annmap,BiocGenerics
appreci8R,shiny
appreci8R,shinyjs
appreci8R,DT
appreci8R,VariantAnnotation
appreci8R,BSgenome
appreci8R,BSgenome.Hsapiens.UCSC.hg19
appreci8R,TxDb.Hsapiens.UCSC.hg19.knownGene
appreci8R,Homo.sapiens
