name,version,url,dependency,dependency_version,dependency_url
cellity,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/cellity.html,robustbase,,
cellity,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/cellity.html,stats,,
cellity,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/cellity.html,topGO,2.52.0,https://www.bioconductor.org/packages/release/bioc/html/topGO.html
cellity,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/cellity.html,utils,,
cghMCR,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/cghMCR.html,methods,,
cghMCR,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/cghMCR.html,DNAcopy,1.74.0,https://www.bioconductor.org/packages/release/bioc/html/DNAcopy.html
cghMCR,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/cghMCR.html,CNTools,1.56.0,https://www.bioconductor.org/packages/release/bioc/html/CNTools.html
cghMCR,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/cghMCR.html,limma,3.56.0,https://www.bioconductor.org/packages/release/bioc/html/limma.html
cghMCR,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/cghMCR.html,BiocGenerics,0.46.0,https://www.bioconductor.org/packages/release/bioc/html/BiocGenerics.html
cghMCR,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/cghMCR.html,stats4,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,R,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,monocle,2.28.0,https://www.bioconductor.org/packages/release/bioc/html/monocle.html
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,Gviz,1.44.0,https://www.bioconductor.org/packages/release/bioc/html/Gviz.html
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,assertthat,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,Biobase,2.60.0,https://www.bioconductor.org/packages/release/bioc/html/Biobase.html
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,BiocGenerics,0.46.0,https://www.bioconductor.org/packages/release/bioc/html/BiocGenerics.html
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,data.table,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,dplyr,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,FNN,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,GenomicRanges,1.52.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicRanges.html
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,ggplot2,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,glasso,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,grDevices,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,igraph,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,IRanges,2.34.0,https://www.bioconductor.org/packages/release/bioc/html/IRanges.html
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,Matrix,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,methods,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,parallel,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,plyr,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,reshape2,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,S4Vectors,0.38.0,https://www.bioconductor.org/packages/release/bioc/html/S4Vectors.html
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,stats,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,stringi,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,stringr,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,tibble,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,tidyr,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,VGAM,,
cicero,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/cicero.html,utils,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,shiny,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,ggraph,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,igraph,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,ggiraph,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,cowplot,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,htmlwidgets,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,readxl,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,dplyr,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,readr,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,purrr,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,tibble,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,patchwork,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,R.utils,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,shinyWidgets,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,colorspace,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,shinyhelper,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,shinycssloaders,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,ggnewscale,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,shinydashboard,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,DT,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,colourpicker,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,grDevices,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,methods,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,utils,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,stats,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,ggplot2,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,magrittr,,
clevRvis,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/clevRvis.html,tools,,
clstutils,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/clstutils.html,R,,
clstutils,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/clstutils.html,clst,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/clst.html
clstutils,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/clstutils.html,rjson,,
clstutils,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/clstutils.html,ape,,
clstutils,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/clstutils.html,lattice,,
clstutils,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/clstutils.html,RSQLite,,
cn.farms,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/cn.farms.html,R,,
cn.farms,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/cn.farms.html,Biobase,2.60.0,https://www.bioconductor.org/packages/release/bioc/html/Biobase.html
cn.farms,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/cn.farms.html,methods,,
cn.farms,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/cn.farms.html,ff,,
cn.farms,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/cn.farms.html,oligoClasses,1.62.0,https://www.bioconductor.org/packages/release/bioc/html/oligoClasses.html
cn.farms,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/cn.farms.html,snow,,
cn.farms,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/cn.farms.html,DBI,,
cn.farms,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/cn.farms.html,affxparser,1.72.0,https://www.bioconductor.org/packages/release/bioc/html/affxparser.html
cn.farms,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/cn.farms.html,oligo,1.64.0,https://www.bioconductor.org/packages/release/bioc/html/oligo.html
cn.farms,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/cn.farms.html,DNAcopy,1.74.0,https://www.bioconductor.org/packages/release/bioc/html/DNAcopy.html
cn.farms,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/cn.farms.html,preprocessCore,1.62.0,https://www.bioconductor.org/packages/release/bioc/html/preprocessCore.html
cn.farms,1.48.0,https://www.bioconductor.org/packages/release/bioc/html/cn.farms.html,lattice,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,R,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,cluster,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,ggplot2,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,kohonen,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,methods,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,class,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,gplots,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,mclust,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,amap,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,apcluster,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,foreach,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,parallel,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,doParallel,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,fastcluster,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,corrplot,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,biwt,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,Biobase,2.60.0,https://www.bioconductor.org/packages/release/bioc/html/Biobase.html
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,reshape2,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,stringr,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,tibble,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,tidyr,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,dplyr,,
cogena,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/cogena.html,devtools,,
compartmap,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/compartmap.html,R,,
compartmap,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/compartmap.html,SummarizedExperiment,1.30.0,https://www.bioconductor.org/packages/release/bioc/html/SummarizedExperiment.html
compartmap,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/compartmap.html,RaggedExperiment,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/RaggedExperiment.html
compartmap,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/compartmap.html,BiocSingular,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/BiocSingular.html
compartmap,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/compartmap.html,HDF5Array,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/HDF5Array.html
compartmap,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/compartmap.html,GenomicRanges,1.52.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicRanges.html
compartmap,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/compartmap.html,parallel,,
compartmap,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/compartmap.html,grid,,
compartmap,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/compartmap.html,ggplot2,,
compartmap,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/compartmap.html,reshape2,,
compartmap,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/compartmap.html,scales,,
compartmap,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/compartmap.html,DelayedArray,0.25.0,https://www.bioconductor.org/packages/release/bioc/html/DelayedArray.html
compartmap,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/compartmap.html,rtracklayer,1.60.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html
compartmap,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/compartmap.html,DelayedMatrixStats,1.22.0,https://www.bioconductor.org/packages/release/bioc/html/DelayedMatrixStats.html
compartmap,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/compartmap.html,Matrix,,
compartmap,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/compartmap.html,RMTstat,,
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,R,,
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,BiocGenerics,0.46.0,https://www.bioconductor.org/packages/release/bioc/html/BiocGenerics.html
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,airway,,
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,AnnotationDbi,1.62.0,https://www.bioconductor.org/packages/release/bioc/html/AnnotationDbi.html
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,BiocParallel,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/BiocParallel.html
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,Biobase,2.60.0,https://www.bioconductor.org/packages/release/bioc/html/Biobase.html
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,Biostrings,2.68.0,https://www.bioconductor.org/packages/release/bioc/html/Biostrings.html
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,data.table,,
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,dendextend,,
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,DESeq2,1.40.0,https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,EDASeq,2.34.0,https://www.bioconductor.org/packages/release/bioc/html/EDASeq.html
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,ensembldb,2.24.0,https://www.bioconductor.org/packages/release/bioc/html/ensembldb.html
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,edgeR,3.42.0,https://www.bioconductor.org/packages/release/bioc/html/edgeR.html
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,EnsDb.Hsapiens.v86,,
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,GenomicAlignments,1.36.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,GenomicFeatures,1.52.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicFeatures.html
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,limma,3.56.0,https://www.bioconductor.org/packages/release/bioc/html/limma.html
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,org.Hs.eg.db,,
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,pcaMethods,1.92.0,https://www.bioconductor.org/packages/release/bioc/html/pcaMethods.html
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,RColorBrewer,,
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,Rsamtools,2.16.0,https://www.bioconductor.org/packages/release/bioc/html/Rsamtools.html
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,RUVSeq,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/RUVSeq.html
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,S4Vectors,0.38.0,https://www.bioconductor.org/packages/release/bioc/html/S4Vectors.html
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,stats,,
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,SummarizedExperiment,1.30.0,https://www.bioconductor.org/packages/release/bioc/html/SummarizedExperiment.html
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,TxDb.Dmelanogaster.UCSC.dm3.ensGene,,
consensusDE,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/consensusDE.html,utils,,
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,R,,
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,rmarkdown,,
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,edgeR,3.42.0,https://www.bioconductor.org/packages/release/bioc/html/edgeR.html
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,DESeq2,1.40.0,https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,dplyr,,
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,tidyr,,
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,ggplot2,,
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,grDevices,,
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,tools,,
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,SummarizedExperiment,1.30.0,https://www.bioconductor.org/packages/release/bioc/html/SummarizedExperiment.html
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,genefilter,1.82.0,https://www.bioconductor.org/packages/release/bioc/html/genefilter.html
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,DT,,
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,GenomeInfoDbData,,
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,caTools,,
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,randtests,,
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,stats,,
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,utils,,
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,methods,,
countsimQC,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/countsimQC.html,ragg,,
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,R,,
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,crisprBase,1.4.0,https://www.bioconductor.org/packages/release/bioc/html/crisprBase.html
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,AnnotationDbi,1.62.0,https://www.bioconductor.org/packages/release/bioc/html/AnnotationDbi.html
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,BiocGenerics,0.46.0,https://www.bioconductor.org/packages/release/bioc/html/BiocGenerics.html
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,Biostrings,2.68.0,https://www.bioconductor.org/packages/release/bioc/html/Biostrings.html
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,BSgenome,1.68.0,https://www.bioconductor.org/packages/release/bioc/html/BSgenome.html
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,crisprBowtie,1.4.0,https://www.bioconductor.org/packages/release/bioc/html/crisprBowtie.html
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,crisprScore,1.4.0,https://www.bioconductor.org/packages/release/bioc/html/crisprScore.html
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,GenomeInfoDb,1.36.0,https://www.bioconductor.org/packages/release/bioc/html/GenomeInfoDb.html
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,GenomicFeatures,1.52.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicFeatures.html
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,GenomicRanges,1.52.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicRanges.html
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,IRanges,2.34.0,https://www.bioconductor.org/packages/release/bioc/html/IRanges.html
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,Matrix,,
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,MatrixGenerics,1.12.0,https://www.bioconductor.org/packages/release/bioc/html/MatrixGenerics.html
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,methods,,
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,rtracklayer,1.60.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,S4Vectors,0.38.0,https://www.bioconductor.org/packages/release/bioc/html/S4Vectors.html
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,stats,,
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,utils,,
crisprDesign,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/crisprDesign.html,VariantAnnotation,1.46.0,https://www.bioconductor.org/packages/release/bioc/html/VariantAnnotation.html
csaw,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/csaw.html,R,,
csaw,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/csaw.html,GenomicRanges,1.52.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicRanges.html
csaw,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/csaw.html,SummarizedExperiment,1.30.0,https://www.bioconductor.org/packages/release/bioc/html/SummarizedExperiment.html
csaw,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/csaw.html,Rcpp,,
csaw,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/csaw.html,Matrix,,
csaw,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/csaw.html,BiocGenerics,0.46.0,https://www.bioconductor.org/packages/release/bioc/html/BiocGenerics.html
csaw,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/csaw.html,Rsamtools,2.16.0,https://www.bioconductor.org/packages/release/bioc/html/Rsamtools.html
csaw,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/csaw.html,edgeR,3.42.0,https://www.bioconductor.org/packages/release/bioc/html/edgeR.html
csaw,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/csaw.html,limma,3.56.0,https://www.bioconductor.org/packages/release/bioc/html/limma.html
csaw,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/csaw.html,methods,,
csaw,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/csaw.html,S4Vectors,0.38.0,https://www.bioconductor.org/packages/release/bioc/html/S4Vectors.html
csaw,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/csaw.html,IRanges,2.34.0,https://www.bioconductor.org/packages/release/bioc/html/IRanges.html
csaw,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/csaw.html,GenomeInfoDb,1.36.0,https://www.bioconductor.org/packages/release/bioc/html/GenomeInfoDb.html
csaw,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/csaw.html,stats,,
csaw,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/csaw.html,BiocParallel,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/BiocParallel.html
csaw,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/csaw.html,metapod,1.8.0,https://www.bioconductor.org/packages/release/bioc/html/metapod.html
csaw,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/csaw.html,utils,,
cytoKernel,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/cytoKernel.html,R,,
cytoKernel,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/cytoKernel.html,Rcpp,,
cytoKernel,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/cytoKernel.html,SummarizedExperiment,1.30.0,https://www.bioconductor.org/packages/release/bioc/html/SummarizedExperiment.html
cytoKernel,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/cytoKernel.html,utils,,
cytoKernel,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/cytoKernel.html,methods,,
cytoKernel,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/cytoKernel.html,ComplexHeatmap,2.16.0,https://www.bioconductor.org/packages/release/bioc/html/ComplexHeatmap.html
cytoKernel,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/cytoKernel.html,circlize,,
cytoKernel,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/cytoKernel.html,ashr,,
cytoKernel,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/cytoKernel.html,data.table,,
cytoKernel,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/cytoKernel.html,BiocParallel,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/BiocParallel.html
cytoKernel,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/cytoKernel.html,dplyr,,
cytoKernel,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/cytoKernel.html,stats,,
cytoKernel,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/cytoKernel.html,magrittr,,
cytoKernel,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/cytoKernel.html,rlang,,
cytoKernel,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/cytoKernel.html,S4Vectors,0.38.0,https://www.bioconductor.org/packages/release/bioc/html/S4Vectors.html
dagLogo,1.38.0,https://www.bioconductor.org/packages/release/bioc/html/dagLogo.html,R,,
dagLogo,1.38.0,https://www.bioconductor.org/packages/release/bioc/html/dagLogo.html,methods,,
dagLogo,1.38.0,https://www.bioconductor.org/packages/release/bioc/html/dagLogo.html,grid,,
dagLogo,1.38.0,https://www.bioconductor.org/packages/release/bioc/html/dagLogo.html,pheatmap,,
