ID,Platform,Project Name,Project ID,Version Number,Version ID,Dependency Name,Dependency Platform,Dependency Kind,Optional Dependency,Dependency Requirements,Dependency Project ID
,Bioconductor,profileplyr,,1.14.1,,rtracklayer,Bioconductor,imports,,,
,Bioconductor,profileplyr,,1.14.1,,GenomeInfoDb,Bioconductor,imports,,,
,Bioconductor,profileplyr,,1.14.1,,grDevices,Bioconductor,imports,,,
,Bioconductor,profileplyr,,1.14.1,,rlang,Bioconductor,imports,,,
,Bioconductor,profileplyr,,1.14.1,,tiff,Bioconductor,imports,,,
,Bioconductor,profileplyr,,1.14.1,,Rsamtools,Bioconductor,imports,,,
,Bioconductor,BiocWorkflowTools,,1.24.0,,R,Bioconductor,depends,,,
,Bioconductor,BiocWorkflowTools,,1.24.0,,BiocStyle,Bioconductor,imports,,,
,Bioconductor,BiocWorkflowTools,,1.24.0,,bookdown,Bioconductor,imports,,,
,Bioconductor,BiocWorkflowTools,,1.24.0,,git2r,Bioconductor,imports,,,
,Bioconductor,BiocWorkflowTools,,1.24.0,,httr,Bioconductor,imports,,,
,Bioconductor,BiocWorkflowTools,,1.24.0,,knitr,Bioconductor,imports,,,
,Bioconductor,BiocWorkflowTools,,1.24.0,,rmarkdown,Bioconductor,imports,,,
,Bioconductor,BiocWorkflowTools,,1.24.0,,rstudioapi,Bioconductor,imports,,,
,Bioconductor,BiocWorkflowTools,,1.24.0,,stringr,Bioconductor,imports,,,
,Bioconductor,BiocWorkflowTools,,1.24.0,,tools,Bioconductor,imports,,,
,Bioconductor,BiocWorkflowTools,,1.24.0,,utils,Bioconductor,imports,,,
,Bioconductor,BiocWorkflowTools,,1.24.0,,usethis,Bioconductor,imports,,,
,Bioconductor,densvis,,1.8.3,,Rcpp,Bioconductor,imports,,,
,Bioconductor,densvis,,1.8.3,,basilisk,Bioconductor,imports,,,
,Bioconductor,densvis,,1.8.3,,assertthat,Bioconductor,imports,,,
,Bioconductor,densvis,,1.8.3,,reticulate,Bioconductor,imports,,,
,Bioconductor,densvis,,1.8.3,,irlba,Bioconductor,imports,,,
,Bioconductor,LOLA,,1.28.0,,R,Bioconductor,depends,,,
,Bioconductor,LOLA,,1.28.0,,BiocGenerics,Bioconductor,imports,,,
,Bioconductor,LOLA,,1.28.0,,S4Vectors,Bioconductor,imports,,,
,Bioconductor,LOLA,,1.28.0,,IRanges,Bioconductor,imports,,,
,Bioconductor,LOLA,,1.28.0,,GenomicRanges,Bioconductor,imports,,,
,Bioconductor,LOLA,,1.28.0,,data.table,Bioconductor,imports,,,
,Bioconductor,LOLA,,1.28.0,,reshape2,Bioconductor,imports,,,
,Bioconductor,LOLA,,1.28.0,,utils,Bioconductor,imports,,,
,Bioconductor,LOLA,,1.28.0,,stats,Bioconductor,imports,,,
,Bioconductor,LOLA,,1.28.0,,methods,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,R,Bioconductor,depends,,,
,Bioconductor,PharmacoGx,,3.2.0,,CoreGx,Bioconductor,depends,,,
,Bioconductor,PharmacoGx,,3.2.0,,BiocGenerics,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,Biobase,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,S4Vectors,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,SummarizedExperiment,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,MultiAssayExperiment,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,BiocParallel,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,ggplot2,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,magicaxis,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,RColorBrewer,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,parallel,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,caTools,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,methods,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,downloader,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,stats,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,utils,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,graphics,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,grDevices,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,reshape2,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,jsonlite,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,data.table,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,checkmate,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,boot,Bioconductor,imports,,,
,Bioconductor,PharmacoGx,,3.2.0,,coop,Bioconductor,imports,,,
,Bioconductor,msmsEDA,,1.36.0,,R,Bioconductor,depends,,,
,Bioconductor,msmsEDA,,1.36.0,,MSnbase,Bioconductor,depends,,,
,Bioconductor,msmsEDA,,1.36.0,,MASS,Bioconductor,imports,,,
,Bioconductor,msmsEDA,,1.36.0,,gplots,Bioconductor,imports,,,
,Bioconductor,msmsEDA,,1.36.0,,RColorBrewer,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,R,Bioconductor,depends,,,
,Bioconductor,CEMiTool,,1.22.0,,methods,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,scales,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,dplyr,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,data.table,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,WGCNA,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,grid,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,ggplot2,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,ggpmisc,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,ggthemes,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,ggrepel,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,sna,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,clusterProfiler,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,fgsea,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,stringr,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,knitr,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,rmarkdown,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,igraph,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,DT,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,htmltools,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,pracma,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,intergraph,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,grDevices,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,utils,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,network,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,matrixStats,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,ggdendro,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,gridExtra,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,gtable,Bioconductor,imports,,,
,Bioconductor,CEMiTool,,1.22.0,,fastcluster,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,R,Bioconductor,depends,,,
,Bioconductor,orthogene,,1.4.1,,dplyr,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,methods,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,stats,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,utils,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,Matrix,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,jsonlite,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,homologene,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,gprofiler2,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,babelgene,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,data.table,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,parallel,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,ggplot2,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,ggpubr,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,patchwork,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,DelayedArray,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,grr,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,repmis,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,ggtree,Bioconductor,imports,,,
,Bioconductor,orthogene,,1.4.1,,tools,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,R,Bioconductor,depends,,,
,Bioconductor,PureCN,,2.4.0,,DNAcopy,Bioconductor,depends,,,
,Bioconductor,PureCN,,2.4.0,,VariantAnnotation,Bioconductor,depends,,,
,Bioconductor,PureCN,,2.4.0,,GenomicRanges,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,IRanges,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,RColorBrewer,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,S4Vectors,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,data.table,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,grDevices,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,graphics,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,stats,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,utils,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,SummarizedExperiment,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,GenomeInfoDb,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,GenomicFeatures,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,Rsamtools,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,Biobase,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,Biostrings,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,BiocGenerics,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,rtracklayer,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,ggplot2,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,gridExtra,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,futile.logger,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,VGAM,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,tools,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,methods,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,mclust,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,rhdf5,Bioconductor,imports,,,
,Bioconductor,PureCN,,2.4.0,,Matrix,Bioconductor,imports,,,
,Bioconductor,ROTS,,1.26.0,,R,Bioconductor,depends,,,
,Bioconductor,ROTS,,1.26.0,,Rcpp,Bioconductor,imports,,,
,Bioconductor,ROTS,,1.26.0,,stats,Bioconductor,imports,,,
,Bioconductor,ROTS,,1.26.0,,Biobase,Bioconductor,imports,,,
,Bioconductor,ROTS,,1.26.0,,methods,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,R,Bioconductor,depends,,,
,Bioconductor,singleCellTK,,2.8.0,,SummarizedExperiment,Bioconductor,depends,,,
,Bioconductor,singleCellTK,,2.8.0,,SingleCellExperiment,Bioconductor,depends,,,
,Bioconductor,singleCellTK,,2.8.0,,DelayedArray,Bioconductor,depends,,,
,Bioconductor,singleCellTK,,2.8.0,,Biobase,Bioconductor,depends,,,
,Bioconductor,singleCellTK,,2.8.0,,ape,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,AnnotationHub,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,batchelor,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,BiocParallel,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,celldex,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,colourpicker,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,colorspace,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,cowplot,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,cluster,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,ComplexHeatmap,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,data.table,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,DelayedMatrixStats,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,DESeq2,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,dplyr,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,DT,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,ExperimentHub,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,ensembldb,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,fields,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,ggplot2,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,ggplotify,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,ggrepel,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,ggtree,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,gridExtra,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,GSVA,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,GSVAdata,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,igraph,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,KernSmooth,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,limma,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,MAST,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,Matrix,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,matrixStats,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,methods,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,msigdbr,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,multtest,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,plotly,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,plyr,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,ROCR,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,Rtsne,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,S4Vectors,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,scater,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,scMerge,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,scran,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,Seurat,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,shiny,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,shinyjs,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,SingleR,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,SoupX,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,sva,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,reshape2,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,shinyalert,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,circlize,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,enrichR,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,celda,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,shinycssloaders,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,DropletUtils,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,scds,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,reticulate,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,tools,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,tximport,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,fishpond,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,withr,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,GSEABase,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,R.utils,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,zinbwave,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,scRNAseq,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,TENxPBMCData,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,yaml,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,rmarkdown,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,magrittr,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,scDblFinder,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,metap,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,VAM,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,tibble,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,rlang,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,TSCAN,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,TrajectoryUtils,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,scuttle,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,utils,Bioconductor,imports,,,
,Bioconductor,singleCellTK,,2.8.0,,stats,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,R,Bioconductor,depends,,,
,Bioconductor,OUTRIDER,,1.16.3,,BiocParallel,Bioconductor,depends,,,
,Bioconductor,OUTRIDER,,1.16.3,,GenomicFeatures,Bioconductor,depends,,,
,Bioconductor,OUTRIDER,,1.16.3,,SummarizedExperiment,Bioconductor,depends,,,
,Bioconductor,OUTRIDER,,1.16.3,,data.table,Bioconductor,depends,,,
,Bioconductor,OUTRIDER,,1.16.3,,methods,Bioconductor,depends,,,
,Bioconductor,OUTRIDER,,1.16.3,,BBmisc,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,BiocGenerics,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,DESeq2,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,generics,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,GenomicRanges,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,ggplot2,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,grDevices,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,heatmaply,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,pheatmap,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,graphics,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,IRanges,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,matrixStats,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,plotly,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,plyr,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,pcaMethods,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,PRROC,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,RColorBrewer,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,reshape2,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,S4Vectors,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,scales,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,splines,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,stats,Bioconductor,imports,,,
,Bioconductor,OUTRIDER,,1.16.3,,utils,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,R,Bioconductor,depends,,,
,Bioconductor,memes,,1.6.0,,Biostrings,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,dplyr,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,cmdfun,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,GenomicRanges,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,ggplot2,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,ggseqlogo,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,magrittr,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,matrixStats,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,methods,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,patchwork,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,processx,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,purrr,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,rlang,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,readr,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,stats,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,tools,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,tibble,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,tidyr,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,utils,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,usethis,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,universalmotif,Bioconductor,imports,,,
,Bioconductor,memes,,1.6.0,,xml2,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,R,Bioconductor,depends,,,
,Bioconductor,BayesSpace,,1.8.2,,SingleCellExperiment,Bioconductor,depends,,,
,Bioconductor,BayesSpace,,1.8.2,,Rcpp,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,stats,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,purrr,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,scater,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,scran,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,SummarizedExperiment,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,coda,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,rhdf5,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,S4Vectors,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,Matrix,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,assertthat,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,mclust,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,RCurl,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,DirichletReg,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,xgboost,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,utils,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,ggplot2,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,scales,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,BiocFileCache,Bioconductor,imports,,,
,Bioconductor,BayesSpace,,1.8.2,,BiocSingular,Bioconductor,imports,,,
,Bioconductor,msmsTests,,1.36.0,,R,Bioconductor,depends,,,
,Bioconductor,msmsTests,,1.36.0,,MSnbase,Bioconductor,depends,,,
,Bioconductor,msmsTests,,1.36.0,,msmsEDA,Bioconductor,depends,,,
,Bioconductor,msmsTests,,1.36.0,,edgeR,Bioconductor,imports,,,
,Bioconductor,msmsTests,,1.36.0,,qvalue,Bioconductor,imports,,,
,Bioconductor,HilbertVis,,1.56.0,,R,Bioconductor,depends,,,
,Bioconductor,HilbertVis,,1.56.0,,grid,Bioconductor,depends,,,
,Bioconductor,HilbertVis,,1.56.0,,lattice,Bioconductor,depends,,,
,Bioconductor,proDA,,1.12.0,,stats,Bioconductor,imports,,,
,Bioconductor,proDA,,1.12.0,,utils,Bioconductor,imports,,,
,Bioconductor,proDA,,1.12.0,,methods,Bioconductor,imports,,,
,Bioconductor,proDA,,1.12.0,,BiocGenerics,Bioconductor,imports,,,
,Bioconductor,proDA,,1.12.0,,SummarizedExperiment,Bioconductor,imports,,,
,Bioconductor,proDA,,1.12.0,,S4Vectors,Bioconductor,imports,,,
,Bioconductor,proDA,,1.12.0,,extraDistr,Bioconductor,imports,,,
,Bioconductor,AgiMicroRna,,2.48.0,,R,Bioconductor,depends,,,
,Bioconductor,AgiMicroRna,,2.48.0,,methods,Bioconductor,depends,,,
,Bioconductor,AgiMicroRna,,2.48.0,,Biobase,Bioconductor,depends,,,
,Bioconductor,AgiMicroRna,,2.48.0,,limma,Bioconductor,depends,,,
,Bioconductor,AgiMicroRna,,2.48.0,,affy,Bioconductor,depends,,,
,Bioconductor,AgiMicroRna,,2.48.0,,preprocessCore,Bioconductor,depends,,,
,Bioconductor,AgiMicroRna,,2.48.0,,affycoretools,Bioconductor,depends,,,
,Bioconductor,AgiMicroRna,,2.48.0,,Biobase,Bioconductor,imports,,,
,Bioconductor,HiCcompare,,1.20.0,,R,Bioconductor,depends,,,
,Bioconductor,HiCcompare,,1.20.0,,dplyr,Bioconductor,depends,,,
,Bioconductor,HiCcompare,,1.20.0,,data.table,Bioconductor,imports,,,
,Bioconductor,HiCcompare,,1.20.0,,ggplot2,Bioconductor,imports,,,
,Bioconductor,HiCcompare,,1.20.0,,gridExtra,Bioconductor,imports,,,
,Bioconductor,HiCcompare,,1.20.0,,mgcv,Bioconductor,imports,,,
,Bioconductor,HiCcompare,,1.20.0,,stats,Bioconductor,imports,,,
,Bioconductor,HiCcompare,,1.20.0,,InteractionSet,Bioconductor,imports,,,
,Bioconductor,HiCcompare,,1.20.0,,GenomicRanges,Bioconductor,imports,,,
,Bioconductor,HiCcompare,,1.20.0,,IRanges,Bioconductor,imports,,,
,Bioconductor,HiCcompare,,1.20.0,,S4Vectors,Bioconductor,imports,,,
,Bioconductor,HiCcompare,,1.20.0,,BiocParallel,Bioconductor,imports,,,
,Bioconductor,HiCcompare,,1.20.0,,QDNAseq,Bioconductor,imports,,,
,Bioconductor,HiCcompare,,1.20.0,,KernSmooth,Bioconductor,imports,,,
